ID,read,Genome,symbiodinium_species,#Reads_processed,#Unmapped,%Unmapped,#One_hit_one_genome,%One_hit_one_genome,#Multiple_hits_one_genome,%Multiple_hits_one_genome,#One_hit_multiple_genomes,%One_hit_multiple_genomes,Multiple_hits_multiple_genomes,%Multiple_hits_multiple_genomes
Ac_PA_CK410,r2,Fungi_RefSeq_release,NA,50089429,49722944,99.26,9848,0.02,2690,0.01,49785,0.1,304162,0.61
Ac_PA_CK410,r2,Bird,NA,50089429,49810439,99.44,2711,0.01,263,0,34178,0.07,241838,0.48
Ac_PA_CK410,r2,Plant,NA,50089429,49858733,99.54,1444,0,196,0,22898,0.05,206158,0.41
Ac_PA_CK410,r2,Symbiodinium,NA,50089429,49459533,98.74,165,0,9,0,142944,0.29,486778,0.97
Ac_PA_CK410,r2,GCA_001939145.1,Symbiodinium microadriaticum,50089429,49756385,99.34,214,0,144,0,55477,0.11,277209,0.55
Ac_PA_CK410,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,50089429,49574721,98.97,386,0,16,0,190499,0.38,323807,0.65
Ac_PA_CK410,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,50089429,49820874,99.47,280,0,27,0,30356,0.06,237892,0.47
Ac_PA_CK410,r2,GCA_009767595.1,Symbiodinium kawagutii,50089429,49813551,99.45,416,0,25,0,33932,0.07,241505,0.48
Ac_PA_CK410,r2,GCA_018327485.1,Symbiodinium microadriaticum,50089429,49768408,99.36,328,0,21,0,55970,0.11,264702,0.53
Ac_PA_CK410,r2,GCA_905221605.1,Symbiodinium natans,50089429,49793475,99.41,287,0,18,0,33058,0.07,262591,0.52
Ac_PA_CK410,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,50089429,49711414,99.24,278,0,30,0,84122,0.17,293585,0.59
Ac_PA_CK410,r2,GCA_905221625.1,Symbiodinium sp. KB8,50089429,49747215,99.31,169,0,10,0,68889,0.14,273146,0.55
Ac_PA_CK410,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,50089429,49755460,99.33,287,0,13,0,68973,0.14,264696,0.53
Ac_PA_CK410,r2,GCA_905231905.1,Symbiodinium pilosum,50089429,49865127,99.55,175,0,9,0,44585,0.09,179533,0.36
Ac_PA_CK410,r2,GCA_905231915.1,Symbiodinium necroappetens,50089429,49767978,99.36,265,0,9,0,71442,0.14,249735,0.5
Ac_PA_CK410,r2,GCA_905231925.1,Symbiodinium microadriaticum,50089429,49739124,99.3,170,0,11,0,81261,0.16,268863,0.54
Ac_PA_CK410,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,50089429,49831059,99.49,429,0,11,0,25731,0.05,232199,0.46
Ac_PA_CK410,r2,All_Fish,NA,50089429,49600602,99.02,39421,0.08,22602,0.05,47011,0.09,379793,0.76
Ac_PA_CK41,r1,Human,NA,68848500,68355476,99.29,9018,0.01,2030,0,56099,0.08,425877,0.62
Ac_PA_CK41,r1,Ecoli,NA,68848500,68848306,100,0,0,0,0,24,0,170,0
Ac_PA_CK41,r1,PhiX,NA,68848500,68848500,100,0,0,0,0,0,0,0,0
Ac_PA_CK41,r1,Contamnts_Adaptrs,NA,68848500,68848500,100,0,0,0,0,0,0,0,0
Ac_PA_CK41,r1,Vectors,NA,68848500,68824000,99.97,23,0,0,0,2024,0,22453,0.03
Ac_PA_CK41,r1,Bacteria_24k,NA,68848500,68523369,99.52,3697,0.01,3704,0.01,26712,0.04,291018,0.42
Ac_PA_CK41,r1,Protists_1k,NA,68848500,67638582,98.25,64046,0.09,67610,0.1,188273,0.27,889989,1.29
Ac_PA_CK41,r1,Viruses,NA,68848500,68552325,99.57,790,0,781,0,35145,0.05,259459,0.38
Ac_PA_CK41,r1,Fungi_RefSeq_release,NA,68848500,68307788,99.2,13012,0.02,3451,0.01,72568,0.11,451681,0.66
Ac_PA_CK41,r1,Bird,NA,68848500,68441355,99.4,3720,0.01,372,0,52178,0.08,350875,0.51
Ac_PA_CK41,r1,Plant,NA,68848500,68498302,99.49,1996,0,291,0,31841,0.05,316070,0.46
Ac_PA_CK41,r1,Symbiodinium,NA,68848500,67928137,98.66,265,0,18,0,207097,0.3,712983,1.04
Ac_PA_CK41,r1,GCA_001939145.1,Symbiodinium microadriaticum,68848500,68359592,99.29,321,0,52,0,82633,0.12,405902,0.59
Ac_PA_CK41,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,68848500,68098245,98.91,407,0,26,0,274453,0.4,475369,0.69
Ac_PA_CK41,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,68848500,68455712,99.43,384,0,28,0,46307,0.07,346069,0.5
Ac_PA_CK41,r1,GCA_009767595.1,Symbiodinium kawagutii,68848500,68448166,99.42,563,0,45,0,50743,0.07,348983,0.51
Ac_PA_CK41,r1,GCA_018327485.1,Symbiodinium microadriaticum,68848500,68377792,99.32,524,0,32,0,84847,0.12,385305,0.56
Ac_PA_CK41,r1,GCA_905221605.1,Symbiodinium natans,68848500,68414279,99.37,433,0,8,0,48582,0.07,385198,0.56
Ac_PA_CK41,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,68848500,68294105,99.19,400,0,37,0,122217,0.18,431741,0.63
Ac_PA_CK41,r1,GCA_905221625.1,Symbiodinium sp. KB8,68848500,68348653,99.27,213,0,12,0,102543,0.15,397079,0.58
Ac_PA_CK41,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,68848500,68359471,99.29,400,0,23,0,105378,0.15,383228,0.56
Ac_PA_CK41,r1,GCA_905231905.1,Symbiodinium pilosum,68848500,68517744,99.52,225,0,21,0,66684,0.1,263826,0.38
Ac_PA_CK41,r1,GCA_905231915.1,Symbiodinium necroappetens,68848500,68382188,99.33,378,0,25,0,105759,0.15,360150,0.52
Ac_PA_CK41,r1,GCA_905231925.1,Symbiodinium microadriaticum,68848500,68335772,99.25,247,0,18,0,122700,0.18,389763,0.57
Ac_PA_CK41,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,68848500,68471913,99.45,624,0,23,0,38353,0.06,337587,0.49
Ac_PA_CK41,r1,All_Fish,NA,68848500,68123499,98.94,60575,0.09,33791,0.05,69222,0.1,561413,0.82
Ac_PA_CK41,r2,Human,NA,68848500,68375670,99.32,8898,0.01,1950,0,54972,0.08,407010,0.59
Ac_PA_CK41,r2,Ecoli,NA,68848500,68848311,100,0,0,0,0,22,0,167,0
Ac_PA_CK41,r2,PhiX,NA,68848500,68848500,100,0,0,0,0,0,0,0,0
Ac_PA_CK41,r2,Contamnts_Adaptrs,NA,68848500,68848500,100,0,0,0,0,0,0,0,0
Ac_PA_CK41,r2,Vectors,NA,68848500,68829304,99.97,15,0,0,0,1715,0,17466,0.03
Ac_PA_CK41,r2,Bacteria_24k,NA,68848500,68537730,99.54,3592,0.01,3740,0.01,25933,0.04,277505,0.4
Ac_PA_CK41,r2,Protists_1k,NA,68848500,67661175,98.28,63200,0.09,67043,0.1,187842,0.27,869240,1.26
Ac_PA_CK41,r2,Viruses,NA,68848500,68566279,99.59,753,0,911,0,33552,0.05,247005,0.36
Ac_PA_CK41,r2,Fungi_RefSeq_release,NA,68848500,68328400,99.25,12838,0.02,3430,0,71111,0.1,432721,0.63
Ac_PA_CK41,r2,Bird,NA,68848500,68460292,99.43,3452,0.01,366,0,50133,0.07,334257,0.49
Ac_PA_CK41,r2,Plant,NA,68848500,68515505,99.51,2014,0,269,0,31166,0.05,299546,0.44
Ac_PA_CK41,r2,Symbiodinium,NA,68848500,67948809,98.69,238,0,13,0,206354,0.3,693086,1.01
Ac_PA_CK41,r2,GCA_001939145.1,Symbiodinium microadriaticum,68848500,68377594,99.32,318,0,70,0,81560,0.12,388958,0.56
Ac_PA_CK41,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,68848500,68115033,98.93,431,0,29,0,273653,0.4,459354,0.67
Ac_PA_CK41,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,68848500,68471734,99.45,404,0,28,0,45123,0.07,331211,0.48
Ac_PA_CK41,r2,GCA_009767595.1,Symbiodinium kawagutii,68848500,68464379,99.45,565,0,31,0,49951,0.07,333574,0.48
Ac_PA_CK41,r2,GCA_018327485.1,Symbiodinium microadriaticum,68848500,68395714,99.34,477,0,30,0,82821,0.12,369458,0.54
Ac_PA_CK41,r2,GCA_905221605.1,Symbiodinium natans,68848500,68432358,99.4,415,0,29,0,47426,0.07,368272,0.53
Ac_PA_CK41,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,68848500,68313393,99.23,429,0,32,0,120025,0.17,414621,0.6
Ac_PA_CK41,r2,GCA_905221625.1,Symbiodinium sp. KB8,68848500,68366113,99.3,234,0,11,0,101697,0.15,380445,0.55
Ac_PA_CK41,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,68848500,68376746,99.32,378,0,21,0,103270,0.15,368085,0.53
Ac_PA_CK41,r2,GCA_905231905.1,Symbiodinium pilosum,68848500,68531549,99.54,261,0,18,0,65337,0.09,251335,0.37
Ac_PA_CK41,r2,GCA_905231915.1,Symbiodinium necroappetens,68848500,68398900,99.35,365,0,18,0,103531,0.15,345686,0.5
Ac_PA_CK41,r2,GCA_905231925.1,Symbiodinium microadriaticum,68848500,68354296,99.29,228,0,13,0,120423,0.17,373540,0.54
Ac_PA_CK41,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,68848500,68487582,99.48,602,0,33,0,37179,0.05,323104,0.47
Ac_PA_CK41,r2,All_Fish,NA,68848500,68145359,98.97,59888,0.09,33181,0.05,68306,0.1,541766,0.79
Ac_PA_CK42,r1,Human,NA,78888246,78312567,99.28,10566,0.01,2477,0,65161,0.08,497475,0.63
Ac_PA_CK42,r1,Ecoli,NA,78888246,78888203,100,0,0,0,0,7,0,36,0
Ac_PA_CK42,r1,PhiX,NA,78888246,78888245,100,0,0,0,0,1,0,0,0
Ac_PA_CK42,r1,Contamnts_Adaptrs,NA,78888246,78888246,100,0,0,0,0,0,0,0,0
Ac_PA_CK42,r1,Vectors,NA,78888246,78859357,99.97,15,0,1,0,2354,0,26519,0.03
Ac_PA_CK42,r1,Bacteria_24k,NA,78888246,78507483,99.52,3937,0,4124,0.01,30946,0.04,341756,0.43
Ac_PA_CK42,r1,Protists_1k,NA,78888246,77285061,97.97,74818,0.09,77372,0.1,292333,0.37,1158662,1.47
Ac_PA_CK42,r1,Viruses,NA,78888246,78540437,99.56,816,0,1033,0,40437,0.05,305523,0.39
Ac_PA_CK42,r1,Fungi_RefSeq_release,NA,78888246,78258474,99.2,14958,0.02,3911,0,83596,0.11,527307,0.67
Ac_PA_CK42,r1,Bird,NA,78888246,78414392,99.39,4195,0.01,393,0,60624,0.08,408642,0.52
Ac_PA_CK42,r1,Plant,NA,78888246,78478356,99.48,2419,0,312,0,37277,0.05,369882,0.47
Ac_PA_CK42,r1,Symbiodinium,NA,78888246,77618094,98.39,305,0,14,0,313761,0.4,956072,1.21
Ac_PA_CK42,r1,GCA_001939145.1,Symbiodinium microadriaticum,78888246,78271592,99.22,329,0,72,0,118507,0.15,497746,0.63
Ac_PA_CK42,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,78888246,77816681,98.64,488,0,38,0,443074,0.56,627965,0.8
Ac_PA_CK42,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,78888246,78423155,99.41,487,0,32,0,55797,0.07,408775,0.52
Ac_PA_CK42,r1,GCA_009767595.1,Symbiodinium kawagutii,78888246,78414879,99.4,683,0,52,0,61229,0.08,411403,0.52
Ac_PA_CK42,r1,GCA_018327485.1,Symbiodinium microadriaticum,78888246,78294847,99.25,547,0,38,0,120929,0.15,471885,0.6
Ac_PA_CK42,r1,GCA_905221605.1,Symbiodinium natans,78888246,78362723,99.33,484,0,34,0,60357,0.08,464648,0.59
Ac_PA_CK42,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,78888246,78157732,99.07,524,0,33,0,189177,0.24,540780,0.69
Ac_PA_CK42,r1,GCA_905221625.1,Symbiodinium sp. KB8,78888246,78256040,99.19,299,0,16,0,146406,0.19,485485,0.62
Ac_PA_CK42,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,78888246,78267766,99.21,484,0,26,0,147755,0.19,472215,0.6
Ac_PA_CK42,r1,GCA_905231905.1,Symbiodinium pilosum,78888246,78483883,99.48,291,0,23,0,83893,0.11,320156,0.41
Ac_PA_CK42,r1,GCA_905231915.1,Symbiodinium necroappetens,78888246,78292709,99.25,447,0,13,0,149659,0.19,445418,0.56
Ac_PA_CK42,r1,GCA_905231925.1,Symbiodinium microadriaticum,78888246,78242113,99.19,279,0,15,0,168693,0.21,477146,0.6
Ac_PA_CK42,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,78888246,78442291,99.43,705,0,27,0,45922,0.06,399301,0.51
Ac_PA_CK42,r1,All_Fish,NA,78888246,78055299,98.94,61207,0.08,37066,0.05,80422,0.1,654252,0.83
Ac_PA_CK42,r2,Human,NA,78888246,78348357,99.32,9876,0.01,2208,0,62655,0.08,465150,0.59
Ac_PA_CK42,r2,Ecoli,NA,78888246,78888207,100,0,0,0,0,1,0,38,0
Ac_PA_CK42,r2,PhiX,NA,78888246,78888246,100,0,0,0,0,0,0,0,0
Ac_PA_CK42,r2,Contamnts_Adaptrs,NA,78888246,78888246,100,0,0,0,0,0,0,0,0
Ac_PA_CK42,r2,Vectors,NA,78888246,78867604,99.98,9,0,0,0,1893,0,18740,0.02
Ac_PA_CK42,r2,Bacteria_24k,NA,78888246,78532973,99.55,3892,0,4050,0.01,29594,0.04,317737,0.4
Ac_PA_CK42,r2,Protists_1k,NA,78888246,77325737,98.02,72231,0.09,76079,0.1,294826,0.37,1119373,1.42
Ac_PA_CK42,r2,Viruses,NA,78888246,78564865,99.59,929,0,1019,0,38345,0.05,283088,0.36
Ac_PA_CK42,r2,Fungi_RefSeq_release,NA,78888246,78291628,99.24,14503,0.02,4014,0.01,81177,0.1,496924,0.63
Ac_PA_CK42,r2,Bird,NA,78888246,78445326,99.44,4104,0.01,397,0,58024,0.07,380395,0.48
Ac_PA_CK42,r2,Plant,NA,78888246,78507139,99.52,2276,0,293,0,35591,0.05,342947,0.43
Ac_PA_CK42,r2,Symbiodinium,NA,78888246,77652494,98.43,261,0,17,0,315795,0.4,919679,1.17
Ac_PA_CK42,r2,GCA_001939145.1,Symbiodinium microadriaticum,78888246,78303923,99.26,318,0,69,0,114378,0.14,469558,0.6
Ac_PA_CK42,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,78888246,77845563,98.68,479,0,35,0,443144,0.56,599025,0.76
Ac_PA_CK42,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,78888246,78450131,99.44,438,0,25,0,54295,0.07,383357,0.49
Ac_PA_CK42,r2,GCA_009767595.1,Symbiodinium kawagutii,78888246,78442041,99.43,593,0,41,0,59512,0.08,386059,0.49
Ac_PA_CK42,r2,GCA_018327485.1,Symbiodinium microadriaticum,78888246,78325794,99.29,582,0,32,0,116394,0.15,445444,0.56
Ac_PA_CK42,r2,GCA_905221605.1,Symbiodinium natans,78888246,78392935,99.38,413,0,23,0,57773,0.07,437102,0.55
Ac_PA_CK42,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,78888246,78191593,99.12,484,0,43,0,184854,0.23,511272,0.65
Ac_PA_CK42,r2,GCA_905221625.1,Symbiodinium sp. KB8,78888246,78287969,99.24,247,0,8,0,141877,0.18,458145,0.58
Ac_PA_CK42,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,78888246,78298469,99.26,458,0,26,0,144122,0.18,445171,0.56
Ac_PA_CK42,r2,GCA_905231905.1,Symbiodinium pilosum,78888246,78506245,99.52,254,0,12,0,81392,0.1,300343,0.38
Ac_PA_CK42,r2,GCA_905231915.1,Symbiodinium necroappetens,78888246,78322536,99.29,435,0,27,0,145849,0.18,419399,0.53
Ac_PA_CK42,r2,GCA_905231925.1,Symbiodinium microadriaticum,78888246,78274904,99.22,284,0,11,0,163589,0.21,449458,0.57
Ac_PA_CK42,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,78888246,78469012,99.47,705,0,47,0,43934,0.06,374548,0.47
Ac_PA_CK42,r2,All_Fish,NA,78888246,78095844,98.99,58519,0.07,35587,0.05,78070,0.1,620226,0.79
Ac_PA_CK43,r1,Human,NA,54875133,54482069,99.29,8088,0.01,1800,0,43691,0.08,339485,0.62
Ac_PA_CK43,r1,Ecoli,NA,54875133,54874970,100,0,0,0,0,17,0,146,0
Ac_PA_CK43,r1,PhiX,NA,54875133,54875133,100,0,0,0,0,0,0,0,0
Ac_PA_CK43,r1,Contamnts_Adaptrs,NA,54875133,54875133,100,0,0,0,0,0,0,0,0
Ac_PA_CK43,r1,Vectors,NA,54875133,54852835,99.96,11,0,0,0,1581,0,20706,0.04
Ac_PA_CK43,r1,Bacteria_24k,NA,54875133,54614463,99.52,3170,0.01,3171,0.01,21292,0.04,233037,0.42
Ac_PA_CK43,r1,Protists_1k,NA,54875133,53758009,97.97,51796,0.09,54285,0.1,205316,0.37,805727,1.47
Ac_PA_CK43,r1,Viruses,NA,54875133,54644744,99.58,558,0,593,0,27056,0.05,202182,0.37
Ac_PA_CK43,r1,Fungi_RefSeq_release,NA,54875133,54448409,99.22,10117,0.02,2888,0.01,56597,0.1,357122,0.65
Ac_PA_CK43,r1,Bird,NA,54875133,54551708,99.41,2943,0.01,282,0,39347,0.07,280853,0.51
Ac_PA_CK43,r1,Plant,NA,54875133,54598866,99.5,1671,0,223,0,26134,0.05,248239,0.45
Ac_PA_CK43,r1,Symbiodinium,NA,54875133,53983758,98.38,209,0,12,0,220854,0.4,670300,1.22
Ac_PA_CK43,r1,GCA_001939145.1,Symbiodinium microadriaticum,54875133,54452037,99.23,282,0,104,0,82660,0.15,340050,0.62
Ac_PA_CK43,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,54875133,54122045,98.63,393,0,26,0,314863,0.57,437806,0.8
Ac_PA_CK43,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,54875133,54548717,99.41,312,0,20,0,41095,0.07,284989,0.52
Ac_PA_CK43,r1,GCA_009767595.1,Symbiodinium kawagutii,54875133,54542720,99.39,417,0,22,0,46828,0.09,285146,0.52
Ac_PA_CK43,r1,GCA_018327485.1,Symbiodinium microadriaticum,54875133,54470032,99.26,382,0,14,0,81354,0.15,323351,0.59
Ac_PA_CK43,r1,GCA_905221605.1,Symbiodinium natans,54875133,54511974,99.34,327,0,29,0,44554,0.08,318249,0.58
Ac_PA_CK43,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,54875133,54375152,99.09,352,0,24,0,131804,0.24,367801,0.67
Ac_PA_CK43,r1,GCA_905221625.1,Symbiodinium sp. KB8,54875133,54428791,99.19,183,0,9,0,111696,0.2,334454,0.61
Ac_PA_CK43,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,54875133,54438667,99.21,317,0,16,0,111020,0.2,325113,0.59
Ac_PA_CK43,r1,GCA_905231905.1,Symbiodinium pilosum,54875133,54591339,99.49,206,0,6,0,68508,0.12,215074,0.39
Ac_PA_CK43,r1,GCA_905231915.1,Symbiodinium necroappetens,54875133,54452655,99.23,313,0,13,0,114409,0.21,307743,0.56
Ac_PA_CK43,r1,GCA_905231925.1,Symbiodinium microadriaticum,54875133,54417420,99.16,200,0,18,0,129237,0.24,328258,0.6
Ac_PA_CK43,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,54875133,54563543,99.43,426,0,12,0,32273,0.06,278879,0.51
Ac_PA_CK43,r1,All_Fish,NA,54875133,54307227,98.96,47089,0.09,25940,0.05,54388,0.1,440489,0.8
Ac_PA_CK43,r2,Human,NA,54875133,54504702,99.33,7806,0.01,1710,0,42062,0.08,318853,0.58
Ac_PA_CK43,r2,Ecoli,NA,54875133,54874958,100,0,0,0,0,14,0,161,0
Ac_PA_CK43,r2,PhiX,NA,54875133,54875133,100,0,0,0,0,0,0,0,0
Ac_PA_CK43,r2,Contamnts_Adaptrs,NA,54875133,54875133,100,0,0,0,0,0,0,0,0
Ac_PA_CK43,r2,Vectors,NA,54875133,54859580,99.97,10,0,0,0,1162,0,14381,0.03
Ac_PA_CK43,r2,Bacteria_24k,NA,54875133,54630096,99.54,3061,0.01,3328,0.01,20367,0.04,218281,0.4
Ac_PA_CK43,r2,Protists_1k,NA,54875133,53780652,98,50998,0.09,54612,0.1,205836,0.38,783035,1.43
Ac_PA_CK43,r2,Viruses,NA,54875133,54659540,99.61,568,0,604,0,25788,0.05,188633,0.34
Ac_PA_CK43,r2,Fungi_RefSeq_release,NA,54875133,54470104,99.25,10244,0.02,2760,0.01,54514,0.1,337511,0.62
Ac_PA_CK43,r2,Bird,NA,54875133,54571872,99.44,2760,0.01,275,0,37464,0.07,262762,0.48
Ac_PA_CK43,r2,Plant,NA,54875133,54616990,99.53,1683,0,237,0,24832,0.05,231391,0.42
Ac_PA_CK43,r2,Symbiodinium,NA,54875133,54005417,98.42,192,0,15,0,220008,0.4,649501,1.18
Ac_PA_CK43,r2,GCA_001939145.1,Symbiodinium microadriaticum,54875133,54470692,99.26,277,0,112,0,81128,0.15,322924,0.59
Ac_PA_CK43,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,54875133,54139309,98.66,350,0,38,0,315017,0.57,420419,0.77
Ac_PA_CK43,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,54875133,54565809,99.44,296,0,14,0,39357,0.07,269657,0.49
Ac_PA_CK43,r2,GCA_009767595.1,Symbiodinium kawagutii,54875133,54559945,99.43,427,0,36,0,45064,0.08,269661,0.49
Ac_PA_CK43,r2,GCA_018327485.1,Symbiodinium microadriaticum,54875133,54488101,99.29,396,0,17,0,79774,0.15,306845,0.56
Ac_PA_CK43,r2,GCA_905221605.1,Symbiodinium natans,54875133,54531046,99.37,328,0,19,0,42828,0.08,300912,0.55
Ac_PA_CK43,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,54875133,54395187,99.12,301,0,30,0,129644,0.24,349971,0.64
Ac_PA_CK43,r2,GCA_905221625.1,Symbiodinium sp. KB8,54875133,54446777,99.22,201,0,18,0,110212,0.2,317925,0.58
Ac_PA_CK43,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,54875133,54456692,99.24,330,0,17,0,109171,0.2,308923,0.56
Ac_PA_CK43,r2,GCA_905231905.1,Symbiodinium pilosum,54875133,54604456,99.51,194,0,13,0,67125,0.12,203345,0.37
Ac_PA_CK43,r2,GCA_905231915.1,Symbiodinium necroappetens,54875133,54470062,99.27,308,0,26,0,112371,0.2,292366,0.53
Ac_PA_CK43,r2,GCA_905231925.1,Symbiodinium microadriaticum,54875133,54436607,99.2,207,0,12,0,126692,0.23,311615,0.57
Ac_PA_CK43,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,54875133,54580003,99.46,476,0,14,0,30854,0.06,263786,0.48
Ac_PA_CK43,r2,All_Fish,NA,54875133,54332214,99.01,45252,0.08,25261,0.05,52800,0.1,419606,0.76
Ac_PA_CK44,r1,Human,NA,91506170,90820794,99.26,12318,0.01,2741,0,76573,0.08,593744,0.65
Ac_PA_CK44,r1,Ecoli,NA,91506170,91505578,100,0,0,0,0,62,0,530,0
Ac_PA_CK44,r1,PhiX,NA,91506170,91506170,100,0,0,0,0,0,0,0,0
Ac_PA_CK44,r1,Contamnts_Adaptrs,NA,91506170,91506170,100,0,0,0,0,0,0,0,0
Ac_PA_CK44,r1,Vectors,NA,91506170,91470727,99.96,15,0,1,0,2875,0,32552,0.04
Ac_PA_CK44,r1,Bacteria_24k,NA,91506170,91037824,99.49,6809,0.01,8786,0.01,37714,0.04,415037,0.45
Ac_PA_CK44,r1,Protists_1k,NA,91506170,89164015,97.44,87607,0.1,94258,0.1,496735,0.54,1663555,1.82
Ac_PA_CK44,r1,Viruses,NA,91506170,91087299,99.54,1542,0,2343,0,50377,0.06,364609,0.4
Ac_PA_CK44,r1,Fungi_RefSeq_release,NA,91506170,90746438,99.17,17408,0.02,4888,0.01,101534,0.11,635902,0.69
Ac_PA_CK44,r1,Bird,NA,91506170,90945941,99.38,4815,0.01,452,0,72706,0.08,482256,0.53
Ac_PA_CK44,r1,Plant,NA,91506170,91018447,99.47,2706,0,377,0,44753,0.05,439887,0.48
Ac_PA_CK44,r1,Symbiodinium,NA,91506170,89566333,97.88,323,0,23,0,524172,0.57,1415319,1.55
Ac_PA_CK44,r1,GCA_001939145.1,Symbiodinium microadriaticum,91506170,90680511,99.09,407,0,75,0,188543,0.21,636634,0.7
Ac_PA_CK44,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,91506170,89810310,98.14,618,0,32,0,783955,0.86,911255,1
Ac_PA_CK44,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,91506170,90936313,99.38,515,0,33,0,75759,0.08,493550,0.54
Ac_PA_CK44,r1,GCA_009767595.1,Symbiodinium kawagutii,91506170,90928669,99.37,769,0,56,0,83797,0.09,492879,0.54
Ac_PA_CK44,r1,GCA_018327485.1,Symbiodinium microadriaticum,91506170,90715550,99.13,717,0,45,0,187888,0.21,601970,0.66
Ac_PA_CK44,r1,GCA_905221605.1,Symbiodinium natans,91506170,90838833,99.27,555,0,33,0,84129,0.09,582620,0.64
Ac_PA_CK44,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,91506170,90469274,98.87,597,0,38,0,322368,0.35,713893,0.78
Ac_PA_CK44,r1,GCA_905221625.1,Symbiodinium sp. KB8,91506170,90643057,99.05,346,0,20,0,243401,0.27,619346,0.68
Ac_PA_CK44,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,91506170,90655498,99.07,563,0,32,0,245252,0.27,604825,0.66
Ac_PA_CK44,r1,GCA_905231905.1,Symbiodinium pilosum,91506170,90980116,99.42,319,0,23,0,126455,0.14,399257,0.44
Ac_PA_CK44,r1,GCA_905231915.1,Symbiodinium necroappetens,91506170,90684471,99.1,581,0,16,0,247988,0.27,573114,0.63
Ac_PA_CK44,r1,GCA_905231925.1,Symbiodinium microadriaticum,91506170,90624864,99.04,365,0,21,0,274550,0.3,606370,0.66
Ac_PA_CK44,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,91506170,90956741,99.4,822,0,45,0,57414,0.06,491148,0.54
Ac_PA_CK44,r1,All_Fish,NA,91506170,90480830,98.88,93808,0.1,47801,0.05,99026,0.11,784705,0.86
Ac_PA_CK44,r2,Human,NA,91506170,90848374,99.29,11784,0.01,2682,0,74786,0.08,568544,0.62
Ac_PA_CK44,r2,Ecoli,NA,91506170,91505551,100,0,0,0,0,70,0,549,0
Ac_PA_CK44,r2,PhiX,NA,91506170,91506170,100,0,0,0,0,0,0,0,0
Ac_PA_CK44,r2,Contamnts_Adaptrs,NA,91506170,91506170,100,0,0,0,0,0,0,0,0
Ac_PA_CK44,r2,Vectors,NA,91506170,91479935,99.97,24,0,0,0,2283,0,23928,0.03
Ac_PA_CK44,r2,Bacteria_24k,NA,91506170,91057165,99.51,6828,0.01,8680,0.01,36469,0.04,397028,0.43
Ac_PA_CK44,r2,Protists_1k,NA,91506170,89193066,97.47,86498,0.09,92829,0.1,499575,0.55,1634202,1.79
Ac_PA_CK44,r2,Viruses,NA,91506170,91105865,99.57,1576,0,2421,0,48697,0.05,347611,0.38
Ac_PA_CK44,r2,Fungi_RefSeq_release,NA,91506170,90773951,99.19,16943,0.02,4934,0.01,99258,0.11,611084,0.67
Ac_PA_CK44,r2,Bird,NA,91506170,90970135,99.41,4724,0.01,472,0,70119,0.08,460720,0.5
Ac_PA_CK44,r2,Plant,NA,91506170,91040932,99.49,2587,0,323,0,42900,0.05,419428,0.46
